order_id,customer_id,product_id,order_date,quantity,price,updated_at
1-0,2740,4675,2025-01-02,16,148.4,2026-04-20 11:20:16.839869
1-1,2538,6141,2025-01-02,6,142.16,2026-04-20 11:20:16.839869
1-2,888,4519,2025-01-02,11,344.84,2026-04-20 11:20:16.840989
1-3,9641,3829,2025-01-02,13,194.28,2026-04-20 11:20:16.840989
1-4,4906,2829,2025-01-02,11,481.69,2026-04-20 11:20:16.841996
1-5,9811,1034,2025-01-02,10,410.48,2026-04-20 11:20:16.841996
1-6,2867,3870,2025-01-02,14,364.87,2026-04-20 11:20:16.842996
1-7,3359,8752,2025-01-02,3,260.06,2026-04-20 11:20:16.843996
1-8,3794,8062,2025-01-02,9,157.76,2026-04-20 11:20:16.843996
1-9,8474,9207,2025-01-02,5,459.25,2026-04-20 11:20:16.843996
1-10,5520,626,2025-01-02,14,181.51,2026-04-20 11:20:16.845501
1-11,2454,3848,2025-01-02,17,406.95,2026-04-20 11:20:16.845501
1-12,9524,6849,2025-01-02,12,133.65,2026-04-20 11:20:16.846508
1-13,2885,1911,2025-01-02,18,327.86,2026-04-20 11:20:16.847508
1-14,8114,8729,2025-01-02,3,197.39,2026-04-20 11:20:16.847508
1-15,5352,9727,2025-01-02,5,104.98,2026-04-20 11:20:16.848508
1-16,3099,7778,2025-01-02,9,363.73,2026-04-20 11:20:16.848508
1-17,9596,1218,2025-01-02,11,224.97,2026-04-20 11:20:16.849508
1-18,4444,4744,2025-01-02,18,65.83,2026-04-20 11:20:16.849508
1-19,5779,1321,2025-01-02,7,488.21,2026-04-20 11:20:16.850508
1-20,5124,3463,2025-01-02,13,277.56,2026-04-20 11:20:16.850508
1-21,6799,3160,2025-01-02,15,304.83,2026-04-20 11:20:16.852013
1-22,3782,8355,2025-01-02,2,338.1,2026-04-20 11:20:16.852013
1-23,855,9832,2025-01-02,16,469.16,2026-04-20 11:20:16.853015
1-24,7292,6279,2025-01-02,11,302.16,2026-04-20 11:20:16.854016
1-25,5560,1921,2025-01-02,19,123.2,2026-04-20 11:20:16.854016
1-26,3089,8847,2025-01-02,6,219.67,2026-04-20 11:20:16.855015
1-27,6259,5169,2025-01-02,1,304.98,2026-04-20 11:20:16.856019
1-28,1306,6867,2025-01-02,6,103.47,2026-04-20 11:20:16.856527
1-29,1383,523,2025-01-02,12,379.54,2026-04-20 11:20:16.857534
1-30,5003,2725,2025-01-02,7,473.89,2026-04-20 11:20:16.857534
1-31,4003,4708,2025-01-02,4,454.87,2026-04-20 11:20:16.858541
1-32,4441,7556,2025-01-02,9,335.03,2026-04-20 11:20:16.858541
1-33,5423,9218,2025-01-02,16,412.16,2026-04-20 11:20:16.859547
1-34,9499,7883,2025-01-02,14,265.27,2026-04-20 11:20:16.859547
1-35,4321,5081,2025-01-02,14,400.95,2026-04-20 11:20:16.860552
1-36,2647,2019,2025-01-02,12,200.96,2026-04-20 11:20:16.860552
1-37,7223,7772,2025-01-02,6,287.13,2026-04-20 11:20:16.862069
1-38,959,3680,2025-01-02,9,414.76,2026-04-20 11:20:16.863086
1-39,3720,2939,2025-01-02,11,245.23,2026-04-20 11:20:16.863086
1-40,8147,8181,2025-01-02,5,94.93,2026-04-20 11:20:16.864092
1-41,5595,461,2025-01-02,15,294.93,2026-04-20 11:20:16.864092
1-42,646,3542,2025-01-02,3,398.42,2026-04-20 11:20:16.865101
1-43,451,2314,2025-01-02,16,92.04,2026-04-20 11:20:16.865101
1-44,2321,7225,2025-01-02,18,116.39,2026-04-20 11:20:16.866610
1-45,9934,9511,2025-01-02,3,68.08,2026-04-20 11:20:16.866610
1-46,9538,603,2025-01-02,18,131.23,2026-04-20 11:20:16.867679
1-47,1394,1602,2025-01-02,18,149.39,2026-04-20 11:20:16.868695
1-48,1729,2053,2025-01-02,11,387.8,2026-04-20 11:20:16.868695
1-49,7048,1947,2025-01-02,1,303.89,2026-04-20 11:20:16.869720
1-50,3529,8828,2025-01-02,19,53.08,2026-04-20 11:20:16.869720
1-51,5767,5559,2025-01-02,20,132.08,2026-04-20 11:20:16.870740
1-52,7709,4389,2025-01-02,1,489.04,2026-04-20 11:20:16.870740
1-53,3214,4174,2025-01-02,1,307.36,2026-04-20 11:20:16.872263
1-54,8331,2606,2025-01-02,4,51.36,2026-04-20 11:20:16.872263
1-55,812,5465,2025-01-02,11,17.05,2026-04-20 11:20:16.873337
1-56,5875,5292,2025-01-02,4,31.74,2026-04-20 11:20:16.873337
1-57,3578,1628,2025-01-02,19,480.29,2026-04-20 11:20:16.874355
1-58,7592,1897,2025-01-02,17,468.96,2026-04-20 11:20:16.875377
1-59,2194,2703,2025-01-02,16,391.47,2026-04-20 11:20:16.875377
1-60,2779,6508,2025-01-02,11,444.26,2026-04-20 11:20:16.875377
1-61,1424,3338,2025-01-02,8,368.48,2026-04-20 11:20:16.876899
1-62,8550,1826,2025-01-02,3,192.09,2026-04-20 11:20:16.876899
1-63,3353,9743,2025-01-02,9,449.27,2026-04-20 11:20:16.877999
1-64,537,2710,2025-01-02,7,400.92,2026-04-20 11:20:16.879096
1-65,3898,8615,2025-01-02,12,424.43,2026-04-20 11:20:16.879096
1-66,4883,9887,2025-01-02,8,476.29,2026-04-20 11:20:16.880183
1-67,2452,4761,2025-01-02,5,92.81,2026-04-20 11:20:16.880183
1-68,8248,8247,2025-01-02,12,155.4,2026-04-20 11:20:16.881281
1-69,9884,7315,2025-01-02,16,364.67,2026-04-20 11:20:16.881281
1-70,4540,5981,2025-01-02,12,312.43,2026-04-20 11:20:16.881281
1-71,8748,5846,2025-01-02,11,248.26,2026-04-20 11:20:16.882872
1-72,1802,2383,2025-01-02,2,247.68,2026-04-20 11:20:16.882872
