order_id,customer_id,product_id,order_date,quantity,price,updated_at
3-0,9131,5977,2025-01-04,11,29.84,2026-04-20 11:20:28.667069
3-1,4666,8955,2025-01-04,15,184.53,2026-04-20 11:20:28.668075
3-2,7449,6567,2025-01-04,13,126.21,2026-04-20 11:20:28.668075
3-3,2515,8894,2025-01-04,17,149.16,2026-04-20 11:20:28.669315
3-4,1713,3858,2025-01-04,15,106.73,2026-04-20 11:20:28.669315
3-5,2637,859,2025-01-04,17,242.65,2026-04-20 11:20:28.670325
3-6,1204,3615,2025-01-04,18,311.92,2026-04-20 11:20:28.671340
3-7,5627,9282,2025-01-04,9,214.11,2026-04-20 11:20:28.671340
3-8,4632,5696,2025-01-04,17,16.43,2026-04-20 11:20:28.672360
3-9,3888,1232,2025-01-04,2,172.15,2026-04-20 11:20:28.672360
3-10,8535,7814,2025-01-04,8,263.47,2026-04-20 11:20:28.673438
3-11,1624,3419,2025-01-04,3,348.23,2026-04-20 11:20:28.674608
3-12,7002,3348,2025-01-04,3,479.51,2026-04-20 11:20:28.674608
3-13,6751,8766,2025-01-04,11,314.79,2026-04-20 11:20:28.674608
3-14,2461,5077,2025-01-04,2,441.54,2026-04-20 11:20:28.676083
3-15,4316,7675,2025-01-04,17,272.23,2026-04-20 11:20:28.676083
3-16,9123,1442,2025-01-04,13,127.98,2026-04-20 11:20:28.677186
3-17,5242,8175,2025-01-04,13,66.14,2026-04-20 11:20:28.677186
3-18,8905,528,2025-01-04,11,266.69,2026-04-20 11:20:28.678691
3-19,900,9012,2025-01-04,4,14.59,2026-04-20 11:20:28.678691
3-20,1627,6327,2025-01-04,12,63.77,2026-04-20 11:20:28.678691
3-21,4279,8367,2025-01-04,20,420.82,2026-04-20 11:20:28.680157
3-22,5916,9228,2025-01-04,7,207.24,2026-04-20 11:20:28.680157
3-23,5216,7617,2025-01-04,10,250.39,2026-04-20 11:20:28.681256
3-24,3897,8608,2025-01-04,11,499.58,2026-04-20 11:20:28.681256
3-25,8,106,2025-01-04,10,103.27,2026-04-20 11:20:28.682357
3-26,1267,2250,2025-01-04,19,386.27,2026-04-20 11:20:28.682357
